醫事機構代碼,診療科別
1122010012,03
1122010012,04
1122010012,05
1122010012,06
1122010012,07
1122010012,08
1122010012,09
1122010012,10
1122010012,11
1122010012,12
1122010012,13
1122010012,14
1122010012,15
1122010012,22
1122010012,40
1122010012,47
1122010012,60
1122010012,81
1122010012,82
1122010012,83
1122010012,84
1122010021,00
1122010021,01
1122010021,02
1122010021,03
1122010021,04
1122010021,05
1122010021,06
1122010021,08
1122010021,09
1122010021,10
1122010021,11
1122010021,12
1122010021,13
1122010021,14
1122010021,22
1122010021,40
1122010021,47
1122010021,60
1122010021,81
1122010021,82
1122010021,83
1122010021,84
1131010011,01
1131010011,02
1131010011,03
1131010011,04
1131010011,05
1131010011,06
1131010011,07
1131010011,08
1131010011,09
1131010011,10
1131010011,11
1131010011,12
1131010011,13
1131010011,14
1131010011,15
1131010011,16
1131010011,22
1131010011,40
1131010011,45
1131010011,47
1131010011,60
1131010011,81
1131010011,82
1131010011,83
1131010011,84
1131050515,00
1131050515,01
1131050515,02
1131050515,03
1131050515,04
1131050515,05
1131050515,06
1131050515,07
1131050515,08
1131050515,09
1131050515,10
1131050515,11
1131050515,12
1131050515,13
1131050515,14
1131050515,15
1131050515,16
1131050515,22
1131050515,40
1131050515,45
1131050515,47
1131050515,60
1131050515,81
1131050515,82
1131050515,83
1131050515,84
1131090019,01
1131090019,02
1131090019,03
1131090019,04
1131090019,05
1131090019,06
1131090019,07
1131090019,08
1131090019,09
1131090019,10
1131090019,11
1131090019,12
1131090019,13
1131090019,14
1131090019,15
1131090019,16
1131090019,22
1131090019,40
1131090019,60
1131090019,81
1131090019,82
1131090019,83
1131090019,84
1131100010,01
1131100010,02
1131100010,03
1131100010,04
1131100010,05
1131100010,06
1131100010,07
1131100010,08
1131100010,09
1131100010,10
1131100010,11
1131100010,12
1131100010,13
1131100010,14
1131100010,15
1131100010,16
1131100010,22
1131100010,40
1131100010,45
1131100010,47
1131100010,81
1131100010,82
1131100010,83
1131100010,84
1131110516,01
1131110516,02
1131110516,03
1131110516,04
1131110516,05
1131110516,06
1131110516,07
1131110516,08
1131110516,09
1131110516,10
1131110516,11
1131110516,12
1131110516,13
1131110516,14
1131110516,22
1131110516,40
1131110516,81
1131110516,82
1131110516,83
1132010024,01
1132010024,02
1132010024,03
1132010024,04
1132010024,05
1132010024,06
1132010024,07
1132010024,08
1132010024,09
1132010024,11
1132010024,12
1132010024,13
1132010024,14
1132010024,15
1132010024,16
1132010024,22
1132010024,40
1132010024,47
1132010024,81
1132010024,84
1132010024,86
1132010024,87
1132070011,00
1132070011,01
1132070011,02
1132070011,03
1132070011,04
1132070011,05
1132070011,06
1132070011,07
1132070011,08
1132070011,09
1132070011,10
1132070011,11
1132070011,12
1132070011,13
1132070011,14
1132070011,15
1132070011,16
1132070011,22
1132070011,40
1132070011,45
1132070011,47
1132070011,49
1132070011,60
1132070011,81
1132070011,82
1132070011,83
1132070011,84
1132070011,85
1132070011,87
1132070011,88
1132071036,01
1132071036,02
1132071036,03
1132071036,04
1132071036,05
1132071036,06
1132071036,07
1132071036,08
1132071036,09
1132071036,10
1132071036,11
1132071036,12
1132071036,13
1132071036,14
1132071036,15
1132071036,40
1132071036,60
1132071036,81
1132071036,84
1132071036,86
1133060019,02
1133060019,03
1133060019,04
1133060019,05
1133060019,06
1133060019,08
1133060019,10
1133060019,12
1133060019,13
1133060019,14
1133060019,16
1133060019,22
1133060019,40
1133060019,81
1133060019,86
1134010022,01
1134010022,02
1134010022,03
1134010022,04
1134010022,05
1134010022,06
1134010022,22
1134010022,81
1134010022,86
1134070019,02
1134070019,13
1134070019,14
1135050020,01
1135050020,02
1135050020,03
1135050020,04
1135050020,05
1135050020,06
1135050020,07
1135050020,08
1135050020,09
1135050020,12
1135050020,13
1135050020,14
1135050020,16
1135050020,22
1135050020,40
1135050020,60
1135050020,81
1135050020,83
1135050020,85
1135050020,86
1136090519,00
1136090519,01
1136090519,02
1136090519,03
1136090519,04
1136090519,05
1136090519,06
1136090519,07
1136090519,08
1136090519,09
1136090519,10
1136090519,12
1136090519,13
1136090519,14
1136090519,15
1136090519,16
1136090519,22
1136090519,40
1136090519,47
1136090519,60
1136090519,81
1136090519,82
1136090519,83
1136090519,84
1136200015,00
1136200015,01
1136200015,02
1136200015,03
1136200015,04
1136200015,05
1136200015,06
1136200015,07
1136200015,08
1136200015,09
1136200015,10
1136200015,11
1136200015,12
1136200015,13
1136200015,14
1136200015,40
1136200015,60
1136200015,81
1136200015,82
1136200015,83
1136200015,84
1137010024,00
1137010024,01
1137010024,02
1137010024,03
1137010024,05
1137010024,06
1137010024,07
1137010024,08
1137010024,09
1137010024,10
1137010024,11
1137010024,12
1137010024,13
1137010024,14
1137010024,15
1137010024,22
1137010024,40
1137010024,45
1137010024,60
1137010024,81
1137010024,82
1137010024,83
1137010024,84
1137010042,03
1137010042,04
1137010042,14
1137010042,81
1137010042,82
1137020511,01
1137020511,02
1137020511,03
1137020511,04
1137020511,05
1137020511,06
1137020511,07
1137020511,08
1137020511,09
1137020511,10
1137020511,12
1137020511,13
1137020511,14
1137020511,15
1137020511,22
1137020511,40
1137020511,45
1137020511,60
1137020511,81
1137020511,82
1137020511,83
1137020511,84
1137020520,01
1137020520,02
1137020520,03
1137020520,04
1137020520,05
1137020520,06
1137020520,07
1137020520,10
1137020520,12
1137020520,14
1137020520,22
1137020520,40
1137020520,60
1137020520,81
1137020520,82
1137020548,01
1137020548,13
1137020548,60
1137080017,01
1137080017,02
1137080017,03
1137080017,04
1137080017,05
1137080017,06
1137080017,08
1137080017,09
1137080017,10
1137080017,12
1137080017,14
1137080017,22
1137080017,40
1137080017,60
1137080017,81
1137080017,82
1138020015,01
1138020015,02
1138020015,03
1138020015,04
1138020015,05
1138020015,06
1138020015,07
1138020015,08
1138020015,09
1138020015,10
1138020015,12
1138020015,13
1138020015,14
1138020015,22
1138020015,40
1138020015,60
1138020015,81
1138020015,83
1138020015,85
1138020015,86
1139030015,00
1139030015,01
1139030015,02
1139030015,03
1139030015,04
1139030015,05
1139030015,06
1139030015,07
1139030015,08
1139030015,10
1139030015,12
1139030015,13
1139030015,14
1139030015,22
1139030015,40
1139030015,47
1139030015,60
1139030015,81
1139030015,82
1139030015,83
1139040011,01
1139040011,02
1139040011,03
1139040011,04
1139040011,05
1139040011,06
1139040011,07
1139040011,08
1139040011,09
1139040011,10
1139040011,12
1139040011,14
1139040011,40
1139040011,81
1139040011,82
1139040011,83
1139130010,02
1139130010,03
1139130010,04
1139130010,05
1139130010,06
1139130010,07
1139130010,12
1139130010,14
1139130010,22
1139130010,40
1139130010,60
1139130010,81
1139130010,82
1140010510,00
1140010510,01
1140010510,02
1140010510,03
1140010510,04
1140010510,05
1140010510,06
1140010510,07
1140010510,08
1140010510,09
1140010510,10
1140010510,11
1140010510,12
1140010510,13
1140010510,14
1140010510,15
1140010510,16
1140010510,22
1140010510,40
1140010510,45
1140010510,47
1140010510,60
1140010510,81
1140010510,82
1140010510,83
1140010510,84
1140010510,85
1140030012,01
1140030012,02
1140030012,03
1140030012,04
1140030012,05
1140030012,06
1140030012,07
1140030012,08
1140030012,09
1140030012,10
1140030012,11
1140030012,12
1140030012,13
1140030012,14
1140030012,15
1140030012,16
1140030012,22
1140030012,40
1140030012,47
1140030012,60
1140030012,81
1140030012,82
1140030012,83
1140030012,84
1141090512,01
1141090512,02
1141090512,03
1141090512,04
1141090512,05
1141090512,06
1141090512,07
1141090512,08
1141090512,09
1141090512,10
1141090512,12
1141090512,13
1141090512,14
1141090512,15
1141090512,16
1141090512,22
1141090512,40
1141090512,47
1141090512,60
1141090512,81
1141090512,84
1141090512,85
1141090512,86
1141090512,87
1141310019,01
1141310019,02
1141310019,03
1141310019,04
1141310019,05
1141310019,06
1141310019,07
1141310019,08
1141310019,09
1141310019,10
1141310019,11
1141310019,12
1141310019,13
1141310019,14
1141310019,15
1141310019,16
1141310019,22
1141310019,40
1141310019,45
1141310019,47
1141310019,60
1141310019,81
1141310019,82
1141310019,83
1141310019,84
1142010518,01
1142010518,02
1142010518,03
1142010518,12
1142010518,14
1142010518,40
1142010518,60
1142100017,00
1142100017,01
1142100017,02
1142100017,03
1142100017,04
1142100017,05
1142100017,06
1142100017,07
1142100017,08
1142100017,09
1142100017,10
1142100017,11
1142100017,12
1142100017,13
1142100017,14
1142100017,15
1142100017,16
1142100017,22
1142100017,40
1142100017,45
1142100017,47
1142100017,49
1142100017,60
1142100017,81
1142100017,84
1142100017,85
1142100017,86
1142100017,87
1142100017,88
1142120001,00
1142120001,01
1142120001,02
1142120001,03
1142120001,04
1142120001,05
1142120001,06
1142120001,07
1142120001,08
1142120001,09
1142120001,10
1142120001,11
1142120001,12
1142120001,13
1142120001,14
1142120001,15
1142120001,16
1142120001,22
1142120001,40
1142120001,45
1142120001,47
1142120001,60
1142120001,81
1142120001,83
1142120001,84
1142120001,85
1142120001,86
1142120001,88
1143010012,01
1143010012,02
1143010012,03
1143010012,04
1143010012,05
1143010012,06
1143010012,07
1143010012,08
1143010012,09
1143010012,10
1143010012,11
1143010012,12
1143010012,13
1143010012,14
1143010012,15
1143010012,22
1143010012,40
1143010012,60
1143010012,81
1143010012,84
1143010012,85
1143010012,86
1143010012,87
1143040010,02
1143040010,03
1143040010,04
1143040010,05
1143040010,06
1143040010,08
1143040010,10
1143040010,14
1143040010,40
1143040010,47
1143130019,13
1143150011,13
1145010010,01
1145010010,02
1145010010,03
1145010010,04
1145010010,05
1145010010,06
1145010010,07
1145010010,08
1145010010,09
1145010010,10
1145010010,11
1145010010,12
1145010010,13
1145010010,14
1145010010,15
1145010010,16
1145010010,22
1145010010,40
1145010010,45
1145010010,47
1145010010,49
1145010010,60
1145010010,81
1145010010,84
1145010010,85
1145010010,86
1145010010,87
1145010010,88
1145010038,01
1145010038,02
1145010038,03
1145010038,04
1145010038,05
1145010038,06
1145010038,07
1145010038,08
1145010038,09
1145010038,10
1145010038,11
1145010038,12
1145010038,13
1145010038,14
1145010038,15
1145010038,22
1145010038,40
1145010038,47
1145010038,81
1145010038,82
1145010038,83
1145010038,84
1145010038,85
1145030012,02
1145030012,03
1145030012,05
1145030012,06
1145030012,07
1145030012,08
1145030012,22
1145030012,40
1145030012,60
1145030012,81
1145030012,86
1145060029,02
1145060029,13
1145060029,14
1145060029,40
1146010014,01
1146010014,02
1146010014,03
1146010014,04
1146010014,05
1146010014,06
1146010014,07
1146010014,08
1146010014,09
1146010014,12
1146010014,13
1146010014,14
1146010014,15
1146010014,22
1146010014,40
1146010014,47
1146010014,81
1146010014,83
1146010014,85
1146010014,86
1146010032,01
1146010032,02
1146010032,03
1146010032,04
1146010032,05
1146010032,06
1146010032,08
1146010032,09
1146010032,10
1146010032,14
1146010032,22
1146010032,40
1146010032,60
1146010032,81
1146010032,82
1146010041,01
1146010041,02
1146010041,03
1146010041,04
1146010041,14
1146010041,22
1146010041,86
1146030516,02
1146030516,03
1146030516,05
1146030516,06
1146030516,60
1146030516,81
1202080029,01
1202080029,02
1202080029,10
1202080029,11
1202080029,14
1231030015,01
1231030015,02
1231030015,03
1231030015,04
1231030015,05
1231030015,06
1231030015,07
1231030015,08
1231030015,09
1231030015,10
1231030015,11
1231030015,12
1231030015,13
1231030015,14
1231030015,22
1231030015,40
1231030015,47
1231030015,81
1231030015,82
1231030015,83
1231050017,00
1231050017,01
1231050017,02
1231050017,03
1231050017,04
1231050017,05
1231050017,06
1231050017,07
1231050017,08
1231050017,09
1231050017,10
1231050017,11
1231050017,12
1231050017,13
1231050017,14
1231050017,15
1231050017,16
1231050017,22
1231050017,40
1231050017,45
1231050017,47
1231050017,60
1231050017,81
1231050017,84
1231050017,85
1231050017,86
1231050017,87
1231050017,88
1234020011,01
1234020011,02
1234020011,03
1234020011,04
1234020011,05
1234020011,06
1234020011,07
1234020011,08
1234020011,09
1234020011,10
1234020011,12
1234020011,13
1234020011,14
1234020011,15
1234020011,22
1234020011,40
1234020011,81
1234020011,82
1234020011,83
1234020011,85
1234020011,86
1234020011,87
1239020011,02
1239020011,05
1239020011,08
1239020011,10
1239020011,14
1244010018,12
1244010018,14
1301110511,01
1301110511,02
1301110511,03
1301110511,04
1301110511,05
1301110511,06
1301110511,07
1301110511,08
1301110511,09
1301110511,10
1301110511,12
1301110511,13
1301110511,14
1301110511,22
1301110511,60
1301110511,81
1301110511,82
1301170017,00
1301170017,01
1301170017,02
1301170017,03
1301170017,04
1301170017,05
1301170017,06
1301170017,07
1301170017,08
1301170017,09
1301170017,10
1301170017,11
1301170017,12
1301170017,13
1301170017,14
1301170017,15
1301170017,16
1301170017,22
1301170017,40
1301170017,45
1301170017,47
1301170017,49
1301170017,60
1301170017,81
1301170017,84
1301170017,85
1301170017,86
1301170017,87
1301170017,88
1301200010,00
1301200010,01
1301200010,02
1301200010,03
1301200010,04
1301200010,05
1301200010,06
1301200010,07
1301200010,08
1301200010,09
1301200010,10
1301200010,11
1301200010,12
1301200010,13
1301200010,14
1301200010,15
1301200010,16
1301200010,22
1301200010,40
1301200010,45
1301200010,47
1301200010,49
1301200010,60
1301200010,81
1301200010,84
1301200010,85
1301200010,86
1301200010,87
1301200010,88
1302050014,01
1302050014,02
1302050014,03
1302050014,04
1302050014,05
1302050014,06
1302050014,07
1302050014,08
1302050014,09
1302050014,10
1302050014,11
1302050014,12
1302050014,13
1302050014,14
1302050014,15
1302050014,16
1302050014,22
1302050014,40
1302050014,45
1302050014,47
1302050014,48
1302050014,49
1302050014,60
1302050014,81
1302050014,84
1302050014,85
1302050014,86
1302050014,87
1302050014,88
1303260014,03
1303260014,04
1303260014,06
1303260014,08
1303260014,10
1303260014,13
1303260014,14
1303260014,15
1303260014,22
1303260014,40
1303260014,81
1303260014,86
1303260014,87
1305370013,01
1305370013,02
1305370013,03
1305370013,04
1305370013,05
1305370013,06
1305370013,07
1305370013,08
1305370013,09
1305370013,10
1305370013,11
1305370013,12
1305370013,13
1305370013,14
1305370013,15
1305370013,16
1305370013,22
1305370013,40
1305370013,47
1305370013,60
1305370013,81
1305370013,84
1305370013,85
1305370013,86
1305370013,87
1307370011,01
1307370011,02
1307370011,03
1307370011,14
1307370011,40
1317020519,01
1317020519,02
1317020519,04
1317020519,05
1317020519,14
1317020519,60
1317040011,01
1317040011,02
1317040011,03
1317040011,04
1317040011,05
1317040011,06
1317040011,07
1317040011,08
1317040011,09
1317040011,10
1317040011,11
1317040011,12
1317040011,13
1317040011,14
1317040011,15
1317040011,16
1317040011,22
1317040011,40
1317040011,45
1317040011,47
1317040011,49
1317040011,60
1317040011,81
1317040011,82
1317040011,83
1317040011,84
1317040039,01
1317040039,02
1317040039,03
1317040039,04
1317040039,11
1317040039,13
1317040039,14
1317050017,00
1317050017,01
1317050017,02
1317050017,03
1317050017,04
1317050017,05
1317050017,06
1317050017,07
1317050017,08
1317050017,09
1317050017,10
1317050017,11
1317050017,12
1317050017,13
1317050017,14
1317050017,15
1317050017,16
1317050017,22
1317050017,40
1317050017,45
1317050017,47
1317050017,60
1317050017,81
1317050017,84
1317050017,85
1317050017,86
1317050017,87
1317050017,88
1331040513,01
1331040513,02
1331040513,03
1331040513,04
1331040513,05
1331040513,06
1331040513,07
1331040513,08
1331040513,09
1331040513,10
1331040513,11
1331040513,12
1331040513,13
1331040513,14
1331040513,15
1331040513,16
1331040513,22
1331040513,40
1331040513,45
1331040513,47
1331040513,81
1331040513,84
1331040513,85
1331040513,86
1331040513,87
1331040513,88
1336010015,01
1336010015,02
1336010015,03
1336010015,06
1336010015,08
1336010015,12
1336010015,14
1336010015,82
1338030015,01
1338030015,02
1338030015,06
1338030015,14
1338030015,60
1338030015,86
1339060017,01
1339060017,02
1339060017,03
1339060017,04
1339060017,05
1339060017,06
1339060017,07
1339060017,08
1339060017,09
1339060017,10
1339060017,12
1339060017,13
1339060017,14
1339060017,22
1339060017,40
1339060017,60
1339060017,81
1339060017,82
1339060017,83
1339060017,84
1343030018,01
1343030018,02
1343030018,03
1343030018,04
1343030018,05
1343030018,06
1343030018,07
1343030018,08
1343030018,09
1343030018,10
1343030018,11
1343030018,12
1343030018,13
1343030018,14
1343030018,15
1343030018,22
1343030018,40
1343030018,81
1343030018,86
1343030018,87
1401190011,01
1401190011,02
1401190011,03
1401190011,05
1401190011,06
1401190011,09
1401190011,10
1401190011,12
1401190011,14
1401190011,40
1401190011,82
1401190039,02
1401190039,03
1401190039,14
1401190039,60
1411030013,01
1411030013,02
1411030013,03
1411030013,06
1411030013,08
1411030013,11
1411030013,12
1411030013,14
1411030013,22
1411030013,40
1411030013,81
1411030013,82
1412040022,01
1412040022,02
1412040022,03
1412040022,06
1412040022,07
1412040022,13
1417030017,13
1417080517,02
1417080517,14
1417080517,40
1431060017,13
1434020015,01
1434020015,02
1434020015,03
1434020015,04
1434020015,05
1434020015,06
1434020015,07
1434020015,08
1434020015,09
1434020015,10
1434020015,11
1434020015,12
1434020015,13
