醫事機構代碼,診療科別
3503180053,01
3503190013,00
3503190031,02
3503190040,11
3503190059,04
3503190068,05
3503190077,00
3503190086,14
3503190095,01
3503190102,03
3503190102,08
3503190111,01
3503190120,01
3503190120,04
3503190139,02
3503190148,14
3503190157,04
3503190166,04
3503190175,01
3503190175,05
3503200041,01
3503200050,00
3503200078,02
3503200087,14
3503200096,01
3503200103,09
3503200112,06
3503200121,14
3503200130,02
3503200130,04
3503200149,03
3503200167,01
3503200176,01
3503200185,13
3503200194,14
3503230067,01
3503230067,04
3503230067,06
3503240045,01
3503240054,04
3503240107,13
3503240125,15
3503240198,09
3503240278,02
3503240312,05
3503240349,01
3503240376,03
3503240385,10
3503240438,01
3503240447,01
3503240456,00
3503240492,03
3503240518,15
3503250014,01
3503250023,01
3503250023,03
3503250041,01
3503250041,22
3503250050,04
3503250078,04
3503250087,09
3503250103,02
3503250130,02
3503250130,05
3503250149,04
3503250167,09
3503250176,06
3503250185,10
3503260010,11
3503260056,01
3503260074,02
3503260083,13
3503260118,01
3503260127,00
3503260145,00
3503260154,01
3503260154,03
3503260154,10
3503260163,09
3503260181,01
3503260181,02
3503260207,06
3503260216,03
3503260234,04
3503260252,15
3503260270,00
3503260289,00
3503260314,13
3503260323,11
3503260332,09
3503270016,00
3503270034,01
3503270070,13
3503270089,13
3503270114,01
3503270150,09
3503270169,04
3503270187,03
3503270258,13
3503270267,04
3503270276,04
3503270294,01
3503270301,00
3503270347,15
3503270409,09
3503270418,04
3503270507,04
3503270525,12
3503270561,02
3503270669,14
3503270758,00
3503270767,01
3503270801,05
3503270874,05
3503270883,04
3503270909,00
3503280049,04
3503280094,02
3503280110,01
3503280156,03
3503280156,15
3503280183,11
3503280192,13
3503280209,02
3503280245,03
3503280254,02
3503280272,05
3503280281,03
3503280281,08
3503280325,03
3503280334,01
3503280370,02
3503280414,00
3503280423,00
3503280432,04
3503280450,14
3503280469,04
3503280469,05
3503280487,02
3503280503,01
3503280512,02
3503280530,05
3503280558,04
3503280601,03
3503280610,03
3503280674,09
3503280709,00
3503280727,03
3503280736,08
3503280745,06
3503280754,13
3503290027,04
3503290045,01
3503290054,04
3503290081,01
3503290116,10
3503290134,04
3503290170,02
3503290198,13
3503290205,02
3503290223,02
3503290241,09
3503290250,02
3503290269,01
3503290287,00
3503290303,10
3503290312,00
3503290321,09
3503290330,09
3503290349,01
3503290367,04
3505010018,02
3505010027,11
3505010036,01
3505010045,02
3505010045,03
3505010045,06
3505010054,02
3505010072,14
3505020014,00
3505020023,00
3505030029,14
3505030038,02
3505040025,10
3505040034,13
3505040043,00
3505050012,01
3505050021,02
3505050085,02
3505050085,04
3505060018,13
3505070014,01
3505070023,13
3505070032,01
3505080029,00
3505080038,00
3505080047,03
3505080047,06
3505100017,01
3505110013,02
3505110022,02
3505120028,01
3505140048,00
3505150017,00
3505170019,01
3505190011,00
3505200012,09
3505200021,02
3505200030,01
3505210018,01
3505230010,00
3505270014,01
3505270023,04
3505270032,09
3505270041,10
3505280010,11
3505280029,03
3505280038,05
3505280047,13
3505280056,09
3505280065,09
3505280074,02
3505290043,01
3505290043,02
3505310013,02
3505310022,13
3505310031,01
3505310040,02
3505310059,00
3505310068,02
3505310077,00
3505310086,02
3505310095,03
3505310111,04
3505310120,09
3505310139,13
3505310157,13
3505310166,09
3505310175,03
3505310175,07
3505310184,14
3505310200,01
3505310200,02
3505310219,00
3505310228,11
3505310237,05
3505310255,04
3505310264,09
3505320037,04
3505320046,13
3505320055,03
3505320055,06
3505320055,14
3505320064,13
3505320117,05
3505320135,14
3505320153,01
3505320171,02
3505320215,13
3505320224,02
3505320233,14
3505320242,02
3505320279,02
3505320304,11
3505320322,03
3505320331,09
3505320340,02
3505320368,02
3505320395,00
3505320439,02
3505330015,03
3505330015,06
3505330060,12
3505330088,09
3505330097,00
3505330097,04
3505330122,02
3505330140,02
3505330159,14
3505330168,01
3505330186,06
3505340020,09
3505340039,02
3505340039,03
3505340039,06
3505340057,02
3505340093,02
3505340146,02
3505340155,13
3505340191,02
3505340226,04
3505340280,06
3505340306,00
3505340315,14
3505340333,00
3505340342,00
3505340351,14
3505350017,03
3505350017,04
3505350017,05
3505350017,81
3505350026,01
3505350035,09
3505350053,00
3505350062,00
3505350080,10
3505350099,14
3505350106,14
3505350115,03
3505350115,08
3505350142,00
3505350142,07
3505350151,00
3505350151,09
3505350179,13
3505350188,02
3505350204,04
3505350213,01
3505350222,14
3505350231,12
3505350268,10
3505350277,01
3505370028,01
3505370037,04
3505370046,00
3505370055,09
3505370064,02
3505370073,10
3505370082,11
3505370091,01
3505370108,04
3505370117,02
3505370117,05
3505380015,00
3505380024,06
3505380079,01
3505380097,00
3505380113,10
3505380140,04
3507010016,10
3507010025,00
3507010034,02
3507010052,09
3507010089,13
3507010098,04
3507010098,09
3507010114,02
3507010123,02
3507010141,00
3507010150,02
3507010169,09
3507010178,01
3507010187,02
3507010212,12
3507010249,04
3507010276,05
3507010285,02
3507010294,06
3507010294,14
3507010301,09
3507010310,02
3507010338,00
3507010347,01
3507010356,06
3507010374,09
3507010383,14
3507010409,01
3507010409,02
3507010418,01
3507010427,03
3507010427,08
3507010436,02
3507010454,04
3507010454,09
3507010463,10
3507010472,00
3507010481,02
3507010490,14
3507010507,01
3507010516,01
3507010516,03
3507010525,02
3507010534,10
3507020012,00
3507020021,09
3507020030,05
3507020049,02
3507020049,2B
3507020058,00
3507030018,00
3507030027,01
3507030036,00
3507030054,13
3507040014,00
3507050038,01
3507050047,01
3507060025,04
3507060034,09
3507070030,01
3507080018,14
3507080027,02
3507080036,09
3507080045,02
3507080063,02
3507080072,00
3507080081,01
3507080090,01
3507080107,03
3507080107,06
3507080116,10
3507080125,10
3507090023,01
3507090041,00
3507100015,02
3507100015,04
3507110011,10
3507110020,01
3507120026,02
3507140019,00
3507140028,01
3507140037,02
3507150015,11
3507150024,09
3507150033,00
3507150051,02
3507160011,02
3507170017,03
3507170017,06
3507200010,00
3507200029,06
3507200038,00
3507210016,00
3507280018,01
3507280045,06
3507290014,03
3507290014,06
3507290023,05
3507290032,05
3507290069,14
3507290078,11
3507290130,00
3507290158,04
3507290283,09
3507290318,00
3507290327,00
3507290336,03
3507290336,08
3507290345,00
3507290345,04
3507290354,13
3507300015,02
3507300033,09
3507300042,01
3507300088,00
3507300097,04
3507300097,05
3507300113,05
3507300140,12
3507300186,02
3507300211,13
3507300220,11
3507300266,02
3507300275,02
3507300284,03
3507300284,06
3507300284,14
3507300364,01
3507300382,15
3507300391,04
3507300435,13
3507300444,02
3507300453,02
3507300499,09
3507300533,13
3507300560,02
3507300560,14
3507300588,14
3507300604,03
3507300640,03
3507300659,01
3507300686,14
3507300695,10
3507300711,13
3507310039,02
3507310075,14
3507310100,06
3507310128,14
3507310137,02
3507310137,12
3507310146,02
3507310155,00
3507310164,09
3507310173,03
3507310182,00
3507310191,00
3507310208,02
3507310217,00
3507310226,05
3507310235,01
3507310253,04
3507310262,03
3507310262,06
3507320017,06
3507320026,09
3507320035,04
3507320044,04
3507320071,13
3507320080,04
3507320106,10
3507320115,14
3507320133,02
3507320142,04
3507320151,12
3507320151,13
3507320179,13
3507320197,02
3507320204,01
3507320204,14
3507320213,11
3507320231,09
3507320268,14
3507320286,13
3507320295,03
3507320320,00
3507320339,00
3507320348,10
3507320357,03
3507320357,06
3507320366,00
3507320375,01
3507320384,03
3507320400,10
3507320428,02
3507320464,02
3507320491,11
3507320517,00
3507320526,02
3507320535,00
3507320544,14
3507320553,14
3507320562,12
3507320580,11
3507320606,01
3507320615,14
3507320624,11
3507320642,09
3507320651,14
3507320688,04
3507320697,13
3507320704,01
3507320713,15
3507320722,01
3507320731,13
3507320740,13
3507320768,01
3507320777,02
3507320802,00
3507330022,13
3507330031,01
3507330031,02
3507330040,02
3507330139,06
3507330200,02
3507330228,02
3507330237,02
3507330246,86
3507330255,14
3507340028,09
3507340091,01
3507340199,04
3507340206,00
3507340224,00
3507350024,01
3507350042,10
3507350060,04
3507350097,02
3507350131,09
3507350140,09
3507350159,13
3507350195,02
3507350195,06
3507350202,00
3507350211,02
3507350220,02
3507350239,04
3507360011,13
3507360039,01
3507360039,04
3507360066,01
3507360075,09
3507360128,00
3507360137,08
3507360146,10
3507360173,00
3507360182,00
3507360217,02
3507360244,06
3507360271,02
3507360280,01
3507360306,00
3507360324,11
3507370017,02
3507370026,01
3507370035,01
3507380013,02
3507380031,01
3507380040,09
3507380059,00
3507380059,04
3507380068,04
3507380077,02
3507380086,01
3511010079,02
3511010079,04
3511010131,02
3511010131,04
3511010140,09
3511010202,05
3511010293,00
3511010355,10
3511010408,00
3511010426,02
3511010480,02
3511010480,05
3511010480,06
3511010480,40
3511010515,03
3511010524,01
3511010551,05
3511010588,01
3511010597,10
3511010631,03
3511010631,06
3511010668,05
3511010702,00
3511011727,10
3511011790,00
3511011807,03
3511011807,08
3511011825,10
3511011870,04
3511011870,05
3511011898,14
3511011905,05
3511011932,11
3511011950,04
3511012028,01
3511012046,00
3511012073,04
3511012082,03
3511012117,01
3511012126,14
3511012135,09
3511012144,11
3511012162,00
3511012162,10
3511012171,00
3511012171,09
3511012180,00
3511020057,02
3511020057,04
3511020066,02
3511020066,04
3511020128,01
3511020155,09
3511020226,01
3511020235,01
3511020235,03
3511020253,10
3511020333,00
3511021429,01
3511021518,00
3511021536,00
3511021545,03
3511021545,06
3511021554,14
3511021563,00
3511030053,01
3511030053,02
3511030124,01
3511030124,02
3511031247,01
3511031256,00
3511031265,01
3511031274,00
3511040022,02
3511040022,04
3511040166,00
3511040175,04
3511040291,00
3511040308,01
3511040326,05
3511040335,02
3511040335,04
3511040380,05
3511040399,02
3511040399,04
3511040406,05
3511040479,04
3511040488,00
3511040497,01
3511040497,02
3511040497,03
3511040497,06
3511040513,09
3511040531,09
3511040568,10
3511040577,02
3511040620,00
3511040639,01
3511040639,10
3511040666,02
3511040684,02
3511040693,09
3511040700,09
3511040728,00
3511040764,00
3511040773,14
3511040782,02
3511040791,11
3511040817,04
3511040826,00
3511040826,03
3511040862,00
3511040871,04
3511040942,09
3511040988,02
3511041001,09
3511041047,00
3511041074,02
3511041083,02
3511041083,2B
3511041109,01
3511041109,02
3511041109,06
3511041109,10
3511041172,14
3511041181,02
3511041181,04
3511041190,02
3511041216,02
3511041225,00
3511041243,00
3511041261,09
3511041314,00
3511041323,00
3511041332,13
3511050028,03
3511050108,01
3511050162,02
3511050162,04
3511050215,02
3511050224,09
3511050260,01
3511050297,04
3511050313,00
3511050359,00
3511050368,05
3511051427,00
3511051454,04
3511051481,01
3511051490,00
3511051507,01
3511051507,04
3511051525,02
3511051534,02
3511051543,09
3511060159,02
3511060202,00
3511060211,04
3511061307,00
3511061325,09
3511061343,09
3511061414,02
3511061423,00
3511070048,03
3511070048,06
3511070066,00
3511070084,00
3511070084,03
3511070100,00
3511070128,01
3511070182,00
3511070191,00
3511070217,05
3511071232,09
3511071312,03
3511071312,06
3511071358,02
3511071367,02
3511071376,00
3511071385,01
3512010019,02
3512010019,03
3512010019,08
3512010064,10
3512010073,09
3512010091,04
3512010108,00
3512010108,04
3512010126,09
3512010135,01
3512010144,05
3512010233,02
3512010233,04
3512010242,00
3512010288,02
3512010288,04
3512010340,02
3512010340,04
3512010368,02
3512010368,11
3512010386,00
3512010457,09
3512010528,00
3512010617,02
3512010617,04
3512010635,04
3512010653,09
3512010671,02
3512010671,04
3512010715,02
3512010724,00
3512010751,09
3512010760,10
3512010822,00
3512010868,04
3512010886,02
3512010902,00
3512010911,00
3512010939,05
3512010966,05
3512010975,10
3512010984,01
3512010993,00
3512010993,08
3512011007,04
3512011016,05
3512011034,00
3512011034,04
3512011052,01
3512011070,00
3512011089,11
3512011098,01
3512011098,04
3512011105,00
3512011123,10
3512011132,09
3512011150,04
3512011169,09
3512011178,00
3512011187,04
3512011187,10
3512011196,09
3512011221,01
3512011230,01
3512011230,06
3512011267,09
3512011276,02
3512011285,00
3512011301,09
3512011329,04
3512011356,09
3512011392,00
3512011418,09
3512011427,01
3512011436,01
3512011436,02
3512011445,05
3512011454,04
3512011454,05
3512012479,00
3512012479,04
3512012513,03
3512012595,05
3512012684,10
3512012700,05
3512012728,00
3512012737,10
3512012764,05
3512012773,04
3512012817,08
3512012862,03
3512012862,06
3512012880,10
3512012899,04
3512012906,04
3512012915,02
3512012915,04
3512012924,05
3512012942,03
3512012942,15
3512012951,15
3512012960,02
3512013001,14
3512013010,09
3512013047,02
3512013056,11
3512013065,02
3512013065,03
3512013074,13
3512013083,10
3512013092,12
3512013145,02
3512013154,11
3512013163,02
3512013172,09
3512013181,13
3512013216,03
3512013225,04
3512013289,10
3512013305,04
3512013314,11
3512013332,00
3512013369,09
3512013378,05
3512013384,04
3512013384,09
3512013396,14
3512013449,09
3512013467,00
3512013485,00
3512013494,06
3512013510,02
3512013547,02
3512013556,11
3512013565,01
3512013565,12
3512013574,10
3512013592,12
3512013636,05
3512013645,04
3512013654,01
3512013663,01
3512013681,00
3512013681,01
3512013716,09
3512013734,11
3512013761,02
3512013798,11
3512013805,09
3512013841,02
3512013850,14
3512040035,02
3512040035,04
3512040062,02
3512040062,04
3512040115,02
3512040115,04
3512040124,02
3512040124,04
3512040151,01
3512040179,09
3512040259,09
3512040295,05
3512040348,04
3512040446,02
3512040455,09
3512040473,10
3512040517,05
3512040599,00
3512040615,06
3512040615,14
3512040651,02
3512040660,02
3512040697,09
3512040777,04
3512040795,14
3512040893,04
3512040955,09
3512040964,02
3512040973,00
3512040982,04
3512040991,05
3512042075,02
3512042137,00
3512042146,01
3512042208,04
3512042226,10
3512042235,14
3512042244,09
3512042253,09
3512042262,02
3512042271,11
3512042280,03
3512042280,06
3512042315,01
3512042315,02
3512042342,14
3512042351,02
3512042351,2B
3512042502,00
3512042520,04
3512042520,09
3512042539,02
3512042539,14
3512042557,11
3512042575,01
3512042575,03
3512042584,05
3512042593,05
3512042600,04
3512042628,00
3512042637,00
3512042646,10
3512042655,00
3512042664,02
3512042708,00
3512050111,00
3512050120,09
3512051181,00
3512051225,00
3512051243,00
3512051332,00
3512051350,00
3512051369,00
3517010046,10
3517010064,09
3517010117,03
3517010180,10
3517010322,11
3517010331,11
3517010457,02
3517010457,04
3517010493,01
3517010528,02
3517010537,02
3517010537,04
3517010555,08
3517010555,11
3517010608,01
3517010608,03
3517010608,05
3517010608,09
3517010635,05
3517010715,01
3517010715,03
3517010715,05
3517010831,05
3517010877,00
3517010975,00
3517010984,05
3517011061,05
3517011070,04
3517011169,00
3517011178,01
3517011178,02
3517011230,01
3517011230,03
3517011249,02
3517011258,00
3517012380,05
3517012504,02
3517012540,13
3517012595,04
3517012595,05
3517020015,03
3517020060,03
3517020060,05
3517020104,00
3517020177,01
3517020177,05
3517020202,02
3517020202,04
3517020220,00
3517020275,09
3517020300,02
3517020300,04
3517020382,02
3517020417,04
3517020426,04
3517020462,00
3517020499,01
3517020506,09
3517020640,00
3517020668,00
3517020748,05
3517020757,01
3517020757,02
3517020775,04
3517020819,03
3517020819,06
3517020855,02
3517020873,02
3517020891,09
3517020917,00
3517021987,11
3517022046,00
3517022064,11
3517022135,01
3517022144,00
3517022153,13
3517022171,00
3517022199,00
3517022215,04
3517022224,14
3517030048,05
3517030057,03
3517030093,00
3517030100,02
3517030100,04
3517030146,04
3517030208,00
3517030217,02
3517030217,04
3517030226,03
3517030226,06
3517030235,09
3517030244,01
3517030262,04
3517030306,00
3517030315,00
3517030351,00
3517030404,00
3517030404,01
3517030511,02
3517030511,04
3517030539,03
3517030539,05
3517030575,04
3517030646,02
3517030646,04
3517030762,09
3517030799,01
3517030799,04
3517030897,15
3517030931,05
3517030959,09
3517030968,04
3517031018,04
3517031036,04
3517031045,09
3517031054,09
3517031116,01
3517031116,02
3517031161,02
3517031312,09
3517031330,01
3517031349,10
3517031358,05
3517031367,05
3517031385,10
3517031410,01
3517031410,05
3517031429,14
3517031456,05
3517031465,10
3517031492,10
3517031509,14
3517031554,04
3517031590,11
3517031643,09
3517031698,01
3517031698,02
3517031723,00
3517031732,02
3517031732,12
3517031787,01
3517031787,02
3517031812,05
3517031867,04
3517031894,01
3517031947,04
3517032006,05
3517032042,15
3517033058,11
3517033101,03
3517033101,07
3517033110,10
3517033129,13
3517033147,09
3517033156,11
3517033165,10
3517033174,11
3517033183,05
3517033227,11
3517033245,00
3517033245,03
3517033245,06
3517033254,04
3517033343,05
3517033343,83
3517033352,03
3517033352,15
3517033361,04
3517033423,04
3517033469,04
3517033487,02
3517033512,00
3517033521,01
3517033521,05
3517033521,11
3517033567,04
3517033585,10
3517033601,13
3517033629,05
3517033647,10
3517033665,05
3517033674,15
3517033683,02
3517033692,02
3517033718,05
3517033754,00
3517033763,11
3517033807,15
3517033843,04
3517033852,01
3517033861,02
3517033905,00
3517033941,01
3517033941,05
3517033950,01
3517033978,11
3517034055,11
3517034073,04
3517034126,00
3517034135,04
3517034180,01
3517034224,09
3517034260,11
3517034279,14
3517034331,13
3517034368,04
3517040035,00
3517040099,01
3517040115,00
3517040133,02
3517040133,04
3517040151,02
3517040151,04
3517040179,12
3517040179,13
3517040197,00
3517040204,02
3517040204,04
3517040240,02
3517040240,04
3517040286,00
3517040295,00
3517040320,02
3517040339,00
3517040393,09
3517040428,04
3517040464,01
3517040464,04
3517040517,02
3517040526,09
3517040544,09
3517040571,05
3517040580,11
3517040615,02
3517040624,00
3517040660,00
3517040697,04
3517040722,03
3517040722,06
3517040731,14
3517040768,00
3517040777,00
3517040786,09
3517040820,04
3517040839,04
3517040857,00
3517040900,04
3517040919,09
3517041934,01
3517041934,02
3517041943,09
3517041961,01
3517041970,14
3517041989,10
3517042011,01
3517042066,10
3517042075,05
3517042084,13
3517042084,14
3517042119,15
3517042164,11
3517042182,14
3517042244,00
3517050013,01
3517050077,02
3517050077,04
3517050166,04
3517050200,09
3517050228,11
3517050246,04
3517050282,02
3517050282,04
3517050344,03
3517050344,05
3517050362,10
3517050371,01
3517050424,00
3517050424,04
3517050424,12
3517050602,01
3517050700,03
3517050700,08
3517050737,02
3517050737,04
3517050782,03
3517050782,06
3517050853,05
3517050899,02
3517050899,04
3517050979,05
3517050988,01
3517050997,10
3517051092,04
3517051109,02
3517051145,01
3517051154,01
3517051154,03
3517051181,01
3517051181,04
3517051190,01
3517051225,04
3517051261,00
3517051289,10
3517051341,05
3517051387,01
3517051387,05
3517051421,09
3517051430,12
3517051510,11
3517051556,05
3517051583,08
3517051583,11
3517051627,00
3517051627,01
3517051627,15
3517051663,05
3517051707,01
3517051707,03
3517051716,11
3517051725,03
3517051725,05
3517051752,00
3517051770,04
3517051841,02
3517051878,00
3517051930,14
3517051967,04
3517052017,01
3517052017,03
3517052026,01
3517052026,02
3517052035,01
3517052062,11
3517052080,09
3517052115,09
3517052124,04
3517052124,10
3517052151,03
3517052151,06
3517052197,09
3517052268,04
3517052295,05
3517052311,09
3517052348,06
3517052357,09
3517052384,09
3517052393,02
3517052393,12
3517052419,01
3517052419,15
3517052464,00
3517052526,04
3517052526,09
3517052535,02
3517052571,02
3517052660,04
3517053710,15
3517053765,01
3517053765,02
3517053783,11
3517053809,10
3517053827,05
3517053854,09
3517053952,09
3517053961,02
3517054002,04
3517054066,04
3517054084,02
3517054100,01
3517054100,02
3517054119,00
3517054164,04
3517054173,11
3517054182,04
3517054235,02
3517054271,05
3517054299,09
3517054351,03
3517054351,06
3517054360,02
3517054360,12
3517054397,00
3517054431,00
3517054440,13
3517054468,09
3517054502,02
3517054566,02
3517054600,04
3517054628,03
3517054628,06
3517054637,13
3517054655,00
3517054664,00
3517060019,00
3517060037,09
3517060108,02
3517060108,04
3517060126,05
3517060162,00
3517060251,00
3517060260,02
3517060260,04
3517060304,00
3517060313,04
3517060340,01
3517060340,02
3517060340,05
3517060359,01
3517060359,09
3517060377,00
3517060395,10
3517060402,00
3517060519,00
3517060528,01
3517060528,06
3517060546,02
3517060555,09
3517060564,11
3517060582,09
3517060617,01
3517060653,09
3517060706,05
3517060742,09
3517060779,02
3517060797,05
3517060868,05
3517060877,10
3517060911,00
3517060920,10
3517060957,05
3517061025,04
3517061043,09
3517061098,04
3517061114,13
3517061123,00
3517061132,00
3517061169,04
3517061178,00
3517061196,00
3517061203,14
3517061365,01
3517061507,04
3517061516,00
3517061534,04
3517061543,00
3517061543,03
3517061552,01
3517061570,00
3517061605,00
3517061678,10
3517062782,01
3517062791,09
3517062808,00
3517062826,10
3517062844,01
3517062853,09
3517062871,01
3517062899,05
3517062942,11
3517062960,09
3517062979,09
3517063047,02
3517063056,04
3517063065,11
3517063083,01
3517063083,04
3517063092,04
3517063127,04
3517063145,00
3517063163,15
3517063225,10
3517063243,14
3517063298,14
3517063305,10
3517063314,04
3517063369,05
3517063403,01
3517063458,01
3517063485,10
3517063494,04
3517063501,10
3517063529,00
3517063547,03
3517063592,02
3517063609,05
3517063663,02
3517063716,10
3517063743,13
3517063752,09
3517063789,05
3517063814,09
3517063841,01
3517063896,02
3517063921,02
3517063949,06
3517063949,15
3517064026,00
3517064053,01
3517064062,02
3517064115,06
3517064151,00
3517064179,15
3517064188,11
3517064204,14
3517064231,00
3517064277,06
3517064286,09
3517064295,01
3517064302,05
3517064311,06
3517064348,01
3517064400,04
3517064419,09
3517064437,00
3517070042,00
3517070104,02
3517070104,04
3517070113,00
3517070131,09
3517070159,01
3517070159,04
3517070177,01
3517070177,06
3517070186,04
3517070248,05
3517070257,09
3517070275,01
3517070275,03
3517070293,01
3517070293,04
3517070364,00
3517070373,11
3517070382,00
3517070391,04
3517070426,01
3517070426,05
3517070444,04
3517070453,01
3517070499,04
3517070515,04
3517070524,02
3517070533,01
3517070542,01
3517070542,02
3517070588,00
3517070640,09
3517070686,04
3517070720,00
3517070757,00
3517070775,00
3517070793,02
3517070819,10
3517070828,11
3517070837,04
3517070873,00
3517071898,01
3517071905,03
3517071905,06
3517071914,09
3517071969,11
3517072028,00
3517072028,04
3517072037,00
3517072046,01
3517072046,05
3517072055,10
3517072064,06
3517072091,02
3517072162,09
3517072180,04
3517072199,02
3517072215,00
3517072242,06
3517072260,04
3517072279,04
3517072304,04
3517072340,00
3517072359,02
3517072368,04
3517072368,09
3517072377,14
3517072386,05
3517072402,05
3517072411,09
3517072439,10
3517072457,13
3517072466,10
3517072475,13
3517072500,10
3517072519,03
3517072519,06
3517072537,10
3517072546,00
3517072573,04
3517072582,11
3517072591,00
3517072644,04
3517072653,10
3517072671,00
3517072715,15
3517072788,13
3517072804,10
3517072813,02
3517072831,04
3517072840,10
3517072859,09
3517072920,03
3517073034,01
3517073052,09
3517073095,05
3517073114,05
3517073114,11
3517073123,02
3517073150,03
3517073150,06
3517073169,01
3517073178,05
3517073196,10
3517073212,03
3517073212,08
3517073221,04
3517073230,04
3517073249,06
3517073267,01
3517073276,00
3517073301,06
3517073310,01
3517073310,02
3517073329,10
3517073356,09
3517073436,04
3517080084,00
3517080084,03
3517080093,10
3517080100,11
3517080155,01
3517080164,02
3517080182,00
3517080235,09
3517080262,09
3517080324,01
3517080388,00
3517080404,05
3517080431,05
3517080486,03
3517080486,05
3517080486,06
3517080575,01
3517080584,10
3517080682,00
3517080691,01
3517080762,02
3517080806,02
3517080833,04
3517080879,11
3517080897,01
3517080922,04
3517080977,04
3517080986,05
3517080995,00
3517081009,10
3517081018,00
3517081036,02
3517081063,02
3517081116,00
3517081125,00
3517081134,04
3517081152,09
3517081170,05
3517081189,04
3517081198,01
3517081223,01
3517081232,01
3517081278,05
3517081321,09
3517081330,00
3517081358,01
3517081358,09
3517081394,04
3517081394,12
3517081447,00
3517081465,04
3517081474,04
3517081492,00
3517081536,01
3517081581,10
3517081607,11
3517081625,01
3517081652,09
3517081714,00
3517081714,04
3517081723,13
3517081750,00
3517081778,06
3517081812,04
3517081821,02
3517081821,06
3517081858,02
3517081867,00
3517081885,14
3517081901,10
3517081910,01
3517081938,09
3517082935,01
3517082953,00
3517082971,04
3517082999,04
3517082999,09
3517083003,00
3517083021,02
3517083085,09
3517083138,09
3517083209,13
3517083263,09
3517083290,01
3517083334,01
3517083343,11
3517083352,03
3517083352,06
3517083389,00
3517083398,01
3517083398,04
3517083414,10
3517083478,03
3517083478,06
3517083487,04
3517083503,04
3517083512,00
3517083549,02
3517083558,05
3517083567,01
3517083567,02
3517083576,00
3517083594,09
3517083638,01
3517083656,02
3517083665,05
3517083674,04
3517083736,02
3517083745,14
3517083772,14
3517083781,01
3517083790,09
3517083816,10
3517083843,11
3517083861,05
3517083898,05
3517083905,11
3517083914,04
3517083923,01
3517083923,13
3517083923,14
3521010027,02
3521010027,04
3521010081,02
3521010090,02
3521010090,04
3521010134,02
3521010170,02
3521010170,04
3521010214,00
3521010296,02
3521010296,04
3521010312,09
3521010312,10
3521010349,10
3521010394,00
3521010492,09
3521010509,01
3521010509,02
3521010554,02
3521010554,11
3521010563,05
3521010572,10
3521010616,09
3521010625,04
3521010803,00
3521010885,03
3521010885,06
3521010901,03
3521010901,06
3521010947,11
3521010956,04
3521010983,05
3521011006,03
3521011024,14
3521011033,03
3521011051,04
3521011088,09
3521011097,02
3521011113,10
3521011131,10
3521011159,09
3521011168,00
3521011168,01
3521011177,00
3521011211,03
3521011220,09
3521011239,02
3521011248,05
3521011257,10
3521011266,01
3521011275,04
3521011300,04
3521011328,01
3521011328,05
3521011337,00
3521011337,04
3521011364,02
3521011364,13
3521011382,01
3521011435,00
3521011435,04
3521011444,05
3521011480,04
3521012549,01
3521012549,05
3521012567,04
3521012594,02
3521012610,09
3521012638,10
3521012674,09
3521012736,11
3521012745,04
3521012781,02
3521012870,04
3521012905,11
3521012914,00
3521012978,01
3521013000,00
3521013028,04
3521013046,04
3521013064,02
3521013073,12
3521013091,10
3521013108,01
3521013108,09
3521013117,10
3521013135,10
3521013144,11
3521013199,09
3521013206,06
3521013251,00
3521013260,14
3521013297,02
3521013340,09
3521013368,04
3521013402,00
3521013439,09
3521013466,00
3521013475,04
3521013475,05
3521013500,13
3521013519,04
3521013528,02
3521013546,01
3521013546,12
3521013546,14
3521013555,09
3521013573,05
3521013582,02
3521013591,04
3521013609,14
3521013644,10
3521013653,10
3521013662,11
3521013680,01
3521013733,04
3521013742,14
3521013751,04
3521013751,09
3521013760,04
3521013788,13
3521020014,09
3521020041,01
3521020050,02
3521020050,04
3521020087,02
3521020087,04
3521020103,00
3521020149,01
3521020167,09
3521020185,03
3521020201,04
3521020201,11
3521020292,02
3521020292,04
3521020309,01
3521020309,02
3521020309,04
3521020345,00
3521020363,01
3521020390,00
3521020407,03
3521020452,04
3521020470,04
3521020514,01
3521020550,04
3521020596,04
3521020612,09
3521020658,09
3521020701,01
3521020701,02
3521020710,01
3521020738,00
3521020747,01
3521020765,09
3521020783,10
3521020792,00
3521020809,01
3521020809,02
3521020827,01
3521020827,14
3521020836,10
3521020845,09
3521020854,00
3521020863,01
3521020863,02
3521020890,01
3521020907,14
3521020916,01
3521020943,01
3521020970,02
3521022072,09
3521022090,00
3521022116,09
3521022143,06
3521022143,11
3521022152,11
3521022161,09
3521022170,10
3521022198,02
3521022214,03
3521022214,05
3521022214,06
3521022269,09
3521022330,04
3521022376,13
3521022385,02
3521022401,15
3521030092,09
3521030252,10
3521030289,02
3521030289,04
3521030298,02
3521030298,09
3521030305,03
3521030305,05
3521030332,00
3521030350,04
3521030378,01
3521030378,04
3521030396,05
3521030403,00
3521030458,01
3521030458,03
3521030458,06
3521030467,09
3521030494,01
3521030529,03
3521030529,08
3521030556,09
3521031642,03
3521031642,06
3521031651,02
3521031688,04
3521031713,05
3521031722,09
3521031768,02
3521031777,10
3521031786,02
3521040052,00
3521040061,03
3521040070,01
3521040196,02
3521040196,04
3521040203,05
3521040212,02
3521040212,03
3521040285,09
